1,1495122213036,-0.02449487,2.488173,0.3400531
1,1495122213041,-0.02035767,2.518358,0.4095874
1,1495122213069,-0.01208326,2.575094,0.5486559
1,1495122213076,-0.007946052,2.601646,0.6181901
1,1495122213103,0.0003283592,2.651115,0.7572586
1,1495122213135,0.01273998,2.716236,0.9658613
1,1495122213202,0.03756321,2.813778,1.383066
1,1495122213269,0.06238645,2.86772,1.800272
1,1495122213302,0.07479806,2.878341,2.008874
1,1495122213308,0.07893527,2.879459,2.078408
1,1495122213315,0.07893527,2.879459,2.078408
1,1495122213335,0.08720967,2.878062,2.217477
1,1495122213342,0.09134687,2.875547,2.287011
1,1495122213385,0.1078957,2.853375,2.565149
1,1495122213419,0.1203073,2.824029,2.773751
1,1495122213452,0.1327189,2.783784,2.982354
1,1495122213485,0.1451305,2.732638,3.190957
1,1495122213491,0.1451305,2.732638,3.190957
1,1495122213497,0.1492677,2.713167,3.260492
1,1495122213509,0.1534049,2.692485,3.330026
1,1495122213535,0.1616793,2.647488,3.469095
1,1495122213542,0.1658165,2.623173,3.538629
1,1495122213548,0.1658165,2.623173,3.538629
1,1495122213568,0.1740909,2.570909,3.677697
1,1495122213574,0.1782281,2.542961,3.747232
1,1495122213580,0.1782281,2.542961,3.747232
1,1495122213602,0.1865025,2.48343,3.8863
1,1495122213635,0.1989142,2.385051,4.094903
1,1495122213669,0.2113258,2.275772,4.303506
1,1495122213702,0.2237374,2.155593,4.512109
1,1495122213735,0.236149,2.024514,4.720712
1,1495122213768,0.2485606,1.882535,4.929315
1,1495122213774,0.2526978,1.832787,4.998849
1,1495122213780,0.2526978,1.832787,4.998849
1,1495122213802,0.2609722,1.729656,5.137918
1,1495122213808,0.2651094,1.676274,5.207452
1,1495122213814,0.2651094,1.676274,5.207452
1,1495122213835,0.2733839,1.565877,5.34652
1,1495122213842,0.2775211,1.508862,5.416055
1,1495122213848,0.2775211,1.508862,5.416055
1,1495122213885,0.29407,1.26869,5.694192
1,1495122213918,0.3064816,1.075844,5.902795
1,1495122213952,0.3188933,0.8720981,6.111398
1,1495122213958,0.3188933,0.8720981,6.111398
1,1495122213966,0.3230305,0.8017607,6.180932
1,1495122214002,0.3354422,0.5834815,6.389535
1,1495122214036,0.3478538,0.3543023,6.598138
1,1495122214042,0.351991,0.275487,6.667672
1,1495122214048,0.351991,0.275487,6.667672
1,1495122214069,0.357272,0.2750195,6.777383
1,1495122214102,0.3651636,0.2750002,6.941529
1,1495122214135,0.3730513,0.275,7.105592
1,1495122214168,0.3809352,0.275,7.269578
1,1495122214202,0.3888153,0.275,7.433484
1,1495122214235,0.3966917,0.275,7.597313
1,1495122214269,0.4045644,0.275,7.761064
1,1495122214275,0.4071878,0.275,7.81563
1,1495122214279,0.4071878,0.275,7.81563
1,1495122214302,0.4124333,0.275,7.924736
1,1495122214308,0.4150554,0.275,7.979277
1,1495122214313,0.4150554,0.275,7.979277
1,1495122214335,0.4202984,0.275,8.088332
1,1495122214369,0.4281598,0.275,8.251848
1,1495122214402,0.4360175,0.275,8.415287
1,1495122214435,0.4438714,0.275,8.578649
1,1495122214469,0.4517216,0.275,8.741933
1,1495122214502,0.4595681,0.275,8.90514
1,1495122214508,0.4621827,0.275,8.959524
1,1495122214535,0.4674108,0.275,9.068267
1,1495122214541,0.4700242,0.275,9.122625
1,1495122214547,0.4700242,0.275,9.122625
1,1495122214585,0.4804737,0.275,9.339973
1,1495122214619,0.4883065,0.275,9.502894
1,1495122214652,0.4961355,0.275,9.665738
1,1495122214656,0.4961355,0.275,9.665738
1,1495122214663,0.4987444,0.275,9.720002
1,1495122214670,0.4987444,0.275,9.720002
1,1495122214702,0.5065684,0.275,9.882743
1,1495122214735,0.5143887,0.275,10.04541
1,1495122214741,0.5169947,0.275,10.09961
1,1495122214768,0.5222054,0.275,10.20799
1,1495122214774,0.5248101,0.275,10.26217
1,1495122214802,0.5300183,0.275,10.3705
1,1495122214808,0.5326218,0.275,10.42465
1,1495122214815,0.5352249,0.275,10.4788
1,1495122214852,0.5430315,0.275,10.64118
1,1495122214885,0.5508345,0.275,10.80348
1,1495122214919,0.5586338,0.275,10.9657
1,1495122214952,0.5664294,0.275,11.12785
1,1495122214958,0.5664294,0.275,11.12785
1,1495122214964,0.5690271,0.275,11.18188
1,1495122214972,0.5716243,0.275,11.2359
1,1495122215002,0.5768176,0.275,11.34392
1,1495122215007,0.5794137,0.275,11.39792
